rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
21,7jjX6UPbGwK9AMGjkeSwPj,Are You Ten Years Ago,Tegan and Sara,The Con,yes,185.00,66.00,65.00,54.00,138.00,8A,1,0.02,1.500,0.9994,0.1386,1.0154,2.4954,https://open.spotify.com/track/7jjX6UPbGwK9AMGjkeSwPj
22,5iItYl3Q6wCnKVfpK1uNVf,The Suburbs,Arcade Fire,The Suburbs (Deluxe),yes,185.00,69.00,62.00,54.00,118.00,11A,1,0.06,1.500,0.9979,0.1386,1.0138,2.4903,https://open.spotify.com/track/5iItYl3Q6wCnKVfpK1uNVf
23,0X5C4WjQNubRysTkHOubz3,Lovesong - 2010 Remaster,The Cure,Disintegration (Deluxe Edition),yes,224.00,81.00,61.00,82.00,140.00,8A,1,0.06,1.500,0.9979,0.1386,1.0129,2.4882,https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3
24,4atMrAadB7dS8xn9vfk9PQ,Fireside,Arctic Monkeys,AM,yes,223.00,95.00,54.00,74.00,100.00,8A,1,0.08,1.500,0.9975,0.1386,1.0097,2.4799,https://open.spotify.com/track/4atMrAadB7dS8xn9vfk9PQ
25,358bOvBiZCS9fRzNYosw6c,Like a Boy,Ciara,The Evolution,yes,185.00,72.00,70.00,43.00,132.00,5A,1,0.02,1.500,0.9994,0.1386,1.0078,2.4767,https://open.spotify.com/track/358bOvBiZCS9fRzNYosw6c
26,7p64m8lgMpuTl00Gd6T9gx,bones,Rainbow Kitten Surprise,bones,yes,185.00,82.00,47.00,56.00,208.00,1B,1,0.04,1.500,0.9987,0.1386,1.0061,2.4719,https://open.spotify.com/track/7p64m8lgMpuTl00Gd6T9gx
27,5C5gvDZsl6d8bh89URfKHr,Pork Soda,Glass Animals,How To Be A Human Being,yes,198.00,66.00,70.00,62.00,96.00,9B,1,0.06,1.500,0.9980,0.1386,1.0062,2.4715,https://open.spotify.com/track/5C5gvDZsl6d8bh89URfKHr
28,6f20Pw1naYO4xkCyHa8AxA,Never Gonna Leave This Bed,Maroon 5,Hands All Over (Deluxe),yes,188.00,81.00,61.00,46.00,117.00,1B,1,0.01,1.500,0.9997,0.1386,1.0049,2.4698,https://open.spotify.com/track/6f20Pw1naYO4xkCyHa8AxA
29,0TkKxuAP37iUqSzQMi3CsL,Poison,MEG MYERS,Daughter in the Choir,yes,200.00,65.00,71.00,64.00,123.00,8B,1,0.07,1.500,0.9977,0.1386,1.0040,2.4660,https://open.spotify.com/track/0TkKxuAP37iUqSzQMi3CsL
30,3bd1f4vkL6NMwL4BRV31wA,Ugly Boy,Die Antwoord,Donker Mag,yes,210.00,67.00,83.00,60.00,102.00,3A,1,0.07,1.500,0.9976,0.1386,1.0009,2.4583,https://open.spotify.com/track/3bd1f4vkL6NMwL4BRV31wA
31,53BirqAVvxjDPQCH316BNM,Don't Dance,3OH!3,3OH!3,yes,203.00,76.00,57.00,70.00,80.00,7A,1,0.07,1.500,0.9976,0.1386,0.9982,2.4517,https://open.spotify.com/track/53BirqAVvxjDPQCH316BNM
32,6voIJ7OWwRabSZDC77D5Hp,Trouble’s Coming,Royal Blood,Typhoons,yes,228.00,69.00,78.00,81.00,112.00,12A,1,0.08,1.500,0.9973,0.1386,0.9969,2.4484,https://open.spotify.com/track/6voIJ7OWwRabSZDC77D5Hp
33,0aYQsp1vZZcX0JBEJvKF7N,Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),yes,210.00,90.00,59.00,61.00,110.00,4A,1,0.06,1.500,0.9980,0.1386,0.9966,2.4481,https://open.spotify.com/track/0aYQsp1vZZcX0JBEJvKF7N
34,1aItKhUXwDGVNQIMdsEv5u,Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),yes,221.00,95.00,61.00,65.00,132.00,4B,1,0.06,1.500,0.9980,0.1386,0.9941,2.4420,https://open.spotify.com/track/1aItKhUXwDGVNQIMdsEv5u
35,1LYdu02RKlGxYEYyGbQNhe,Zombie,The Neighbourhood,(((((ultraSOUND))))),yes,208.00,88.00,62.00,58.00,138.00,7B,1,0.04,1.500,0.9985,0.1386,0.9918,2.4366,https://open.spotify.com/track/1LYdu02RKlGxYEYyGbQNhe
36,7LsDPR5Y9YdzQOauL2DP4s,Clothesline,The All-American Rejects,Sandbox,yes,206.00,82.00,56.00,68.00,145.00,8B,1,0.03,1.500,0.9989,0.1386,0.9868,2.4248,https://open.spotify.com/track/7LsDPR5Y9YdzQOauL2DP4s
37,3AiXzUyFAFZVBGVAADPN5a,Make Up Your Mind,Florence + The Machine,"How Big, How Blue, How Beautiful (Deluxe)",yes,192.00,79.00,62.00,51.00,133.00,5A,1,0.02,1.500,0.9994,0.1386,0.9831,2.4160,https://open.spotify.com/track/3AiXzUyFAFZVBGVAADPN5a
38,05od2qm2MTSKCHxy1GBp5W,12 to 12,sombr,I Barely Know Her,yes,207.00,90.00,66.00,51.00,124.00,10A,1,0.01,1.500,0.9995,0.1386,0.9787,2.4053,https://open.spotify.com/track/05od2qm2MTSKCHxy1GBp5W
39,39bEAYKI9sRQ1OvPYPmFvq,"Lessons In Love (All Day, All Night)","Neon Trees,Kaskade",Picture Show,yes,199.00,84.00,61.00,54.00,128.00,9B,1,0.01,1.500,0.9998,0.1386,0.9776,2.4028,https://open.spotify.com/track/39bEAYKI9sRQ1OvPYPmFvq
40,6Wn3pdFtAcnYJyJVITwt7N,Girls Got Rhythm,AC/DC,Highway to Hell,yes,203.00,98.00,51.00,54.00,138.00,9A,1,0.07,1.500,0.9977,0.1386,0.9766,2.3987,https://open.spotify.com/track/6Wn3pdFtAcnYJyJVITwt7N
41,2E2r97GUoaRP3jCVX3nLa5,Passion,AWOLNATION,Passion,yes,228.00,86.00,65.00,77.00,138.00,3A,1,0.05,1.500,0.9984,0.1386,0.9758,2.3974,https://open.spotify.com/track/2E2r97GUoaRP3jCVX3nLa5
42,4Yf5bqU3NK4kNOypcrLYwU,Faint,Linkin Park,Meteora,yes,214.00,98.00,55.00,61.00,135.00,12B,1,0.09,1.500,0.9972,0.1386,0.9686,2.3788,https://open.spotify.com/track/4Yf5bqU3NK4kNOypcrLYwU
43,13NCxLOlvQ4Tnexgfp03Gs,Do Me a Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),yes,185.00,74.00,47.00,64.00,180.00,10A,1,0.07,1.500,0.9978,0.1386,0.9683,2.3784,https://open.spotify.com/track/13NCxLOlvQ4Tnexgfp03Gs
44,2SGyf0hCuB81F85cHXuRjl,So Cold,Balu Brigada,Portal,yes,222.00,77.00,66.00,79.00,111.00,3A,1,0.06,1.500,0.9978,0.1386,0.9651,2.3705,https://open.spotify.com/track/2SGyf0hCuB81F85cHXuRjl
45,4yZaGXHJ4b6ToBBAIdK25W,HIT ME HARDER,3OH!3,HIT ME HARDER,yes,226.00,87.00,64.00,75.00,123.00,3A,1,0.07,1.500,0.9976,0.1386,0.9618,2.3623,https://open.spotify.com/track/4yZaGXHJ4b6ToBBAIdK25W
46,6TjjZllUyDPIBiFuHZSVtm,Grinding Halt - 2005 Remaster,The Cure,Three Imaginary Boys,yes,211.00,74.00,71.00,66.00,173.00,11A,1,0.07,1.500,0.9977,0.1386,0.9609,2.3603,https://open.spotify.com/track/6TjjZllUyDPIBiFuHZSVtm
47,76GlO5H5RT6g7y0gev86Nk,Just like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",yes,216.00,97.00,43.00,76.00,151.00,11B,1,0.06,1.500,0.9979,0.1386,0.9508,2.3355,https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk
48,1Nt23Ke8HuOZiYsT7Zabxp,Out the Speakers,"A-Trak,Milo & Otis,Rich Kidz",Out the Speakers,maybe,187.00,92.00,67.00,28.00,104.00,3B,1,0.06,0.600,0.9981,0.1386,1.0494,1.0311,https://open.spotify.com/track/1Nt23Ke8HuOZiYsT7Zabxp
49,722tgOgdIbNe3BEyLnejw4,Black Skinhead,Kanye West,Yeezus,maybe,191.00,81.00,77.00,33.00,130.00,3B,1,0.07,0.600,0.9976,0.1386,1.0483,1.0299,https://open.spotify.com/track/722tgOgdIbNe3BEyLnejw4
50,29Srmzqyig5Tg5EitFXsb8,Radar,Britney Spears,Blackout,maybe,187.00,72.00,64.00,51.00,128.00,9A,1,0.02,0.600,0.9992,0.1386,1.0473,1.0294,https://open.spotify.com/track/29Srmzqyig5Tg5EitFXsb8
51,7D2DbbjKxGEAYwcEoG4wrI,Duet In B Minor,Pacific Air,Stop Talking (Spotify Exclusive),maybe,202.00,79.00,54.00,69.00,150.00,10A,1,0.07,0.600,0.9975,0.1386,1.0471,1.0287,https://open.spotify.com/track/7D2DbbjKxGEAYwcEoG4wrI
52,5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,The Age of Consent,maybe,221.00,58.00,69.00,94.00,135.00,4A,1,0.06,0.600,0.9980,0.1386,1.0467,1.0284,https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x
53,48aJ5BmJiVnz2AurXSWP2R,Out Of Control,She Wants Revenge,She Wants Revenge,maybe,190.00,69.00,65.00,56.00,113.00,10B,1,0.07,0.600,0.9977,0.1386,1.0362,1.0180,https://open.spotify.com/track/48aJ5BmJiVnz2AurXSWP2R
54,4dTVgHZFPlaq9nPbLVVLSG,Closer,Tegan and Sara,Heartthrob,maybe,186.00,75.00,59.00,52.00,137.00,8B,1,0.02,0.600,0.9992,0.1386,1.0355,1.0178,https://open.spotify.com/track/4dTVgHZFPlaq9nPbLVVLSG
55,0rn8BcTBTPGWb4NRCBST0k,..FEISTY,"Fred again..,BIA",ICEY..FEISTY,maybe,209.00,70.00,82.00,57.00,102.00,3A,1,0.06,0.600,0.9981,0.1386,1.0349,1.0169,https://open.spotify.com/track/0rn8BcTBTPGWb4NRCBST0k
56,5bp2ijoNHjLlZJqyqPWglv,8 O 8,J€AN-MARC,8 O 8,maybe,213.00,67.00,92.00,54.00,100.00,10A,1,0.06,0.600,0.9981,0.1386,1.0312,1.0133,https://open.spotify.com/track/5bp2ijoNHjLlZJqyqPWglv
57,2hDtkP0ge2Gckcj7qi2NQ2,Doing It To Death,The Kills,Ash & Ice,maybe,198.00,69.00,64.00,65.00,133.00,11B,1,0.07,0.600,0.9978,0.1386,1.0308,1.0128,https://open.spotify.com/track/2hDtkP0ge2Gckcj7qi2NQ2
58,6XcfKZvJio9Z0fQy11GnNX,broken,lovelytheband,finding it hard to smile,maybe,191.00,73.00,67.00,51.00,123.00,9B,1,0.01,0.600,0.9998,0.1386,1.0291,1.0117,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
59,5qUrVPh2XRNuDLkkyAEuNQ,Figure It Out,Maroon 5,The B-Side Collection,maybe,190.00,55.00,89.00,46.00,100.00,9A,1,0.04,0.600,0.9986,0.1386,1.0291,1.0114,https://open.spotify.com/track/5qUrVPh2XRNuDLkkyAEuNQ
60,3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",maybe,250.00,91.00,86.00,73.00,90.00,5A,1,0.05,0.600,0.9982,0.1386,1.0254,1.0076,https://open.spotify.com/track/3wuCCNCnBhJlwkIJTBZFiv
61,7feSbMqJGg9yL0s6ypxy9S,Girls on Film,Duran Duran,Decade,maybe,223.00,86.00,71.00,66.00,132.00,10A,1,0.06,0.600,0.9980,0.1386,1.0223,1.0045,https://open.spotify.com/track/7feSbMqJGg9yL0s6ypxy9S
62,3eNSlXKgFkmekLIvyYTRKy,You're Not in on the Joke,Cobra Starship,Hot Mess,maybe,224.00,77.00,62.00,85.00,130.00,5A,1,0.05,0.600,0.9984,0.1386,1.0198,1.0022,https://open.spotify.com/track/3eNSlXKgFkmekLIvyYTRKy
63,4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,Cosmic Thing,maybe,240.00,80.00,70.00,90.00,134.00,4A,1,0.06,0.600,0.9980,0.1386,1.0166,0.9989,https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
64,31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),maybe,233.00,86.00,67.00,80.00,126.00,8A,1,0.04,0.600,0.9986,0.1386,1.0156,0.9980,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
65,6dzBzOOeBpTvv5iotTf2HJ,Kiss,Presley Regier,Kiss,maybe,224.00,57.00,91.00,76.00,125.00,4A,1,0.07,0.600,0.9976,0.1386,1.0151,0.9973,https://open.spotify.com/track/6dzBzOOeBpTvv5iotTf2HJ
66,6TCprtpBqFKlsbdgV3nbsK,Mommy Complex,Peaches,I Feel Cream,maybe,187.00,73.00,65.00,49.00,128.00,11A,1,0.02,0.600,0.9992,0.1386,1.0131,0.9958,https://open.spotify.com/track/6TCprtpBqFKlsbdgV3nbsK
67,6mlGXuG5FmzcePHsMn6rIA,Baby's On Fire,Die Antwoord,Ten$ion,maybe,243.00,84.00,83.00,76.00,130.00,9A,1,0.07,0.600,0.9976,0.1386,1.0074,0.9897,https://open.spotify.com/track/6mlGXuG5FmzcePHsMn6rIA
68,6QeIxGSHZPrHZxJOgYct9V,Fall Over,BANKS,Goddess (Deluxe),maybe,214.00,86.00,65.00,63.00,130.00,3A,1,0.05,0.600,0.9984,0.1386,1.0003,0.9830,https://open.spotify.com/track/6QeIxGSHZPrHZxJOgYct9V
69,0NdbxzIwRxPEjHjNHDvhiq,Too Loud,"Big Wild,Phantogram",Wild Child,maybe,239.00,83.00,71.00,85.00,135.00,3B,1,0.07,0.600,0.9976,0.1386,0.9982,0.9807,https://open.spotify.com/track/0NdbxzIwRxPEjHjNHDvhiq
70,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics,Annie Lennox,Dave Stewart",Sweet Dreams (Are Made Of This),maybe,228.00,71.00,69.00,88.00,125.00,5A,1,0.06,0.600,0.9981,0.1386,0.9962,0.9789,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
71,4ibvd9quldF0rV7YRah0DO,Fool's Gold,Aaron Carter,LØVË,maybe,218.00,70.00,69.00,79.00,130.00,4A,1,0.05,0.600,0.9984,0.1386,0.9887,0.9715,https://open.spotify.com/track/4ibvd9quldF0rV7YRah0DO
72,207qLd1ovrqfYVBBDrNMUM,Dance This Mess Around,The B-52's,The B-52's,maybe,186.00,71.00,61.00,54.00,161.00,5B,1,0.06,0.600,0.9980,0.1386,0.9880,0.9708,https://open.spotify.com/track/207qLd1ovrqfYVBBDrNMUM
73,4hWUOIDHda9XOb1zDchftP,Too Much Time On My Hands,Styx,Paradise Theatre,maybe,209.00,40.00,80.00,89.00,131.00,10A,1,0.05,0.600,0.9983,0.1386,0.9866,0.9695,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
74,1XYHqSfJK9ud9nuRjQcbXi,Tear You Apart,She Wants Revenge,She Wants Revenge,maybe,190.00,72.00,58.00,60.00,153.00,12A,1,0.07,0.600,0.9977,0.1386,0.9847,0.9675,https://open.spotify.com/track/1XYHqSfJK9ud9nuRjQcbXi
75,1myE3bHoWoSO5hyr3MxdHJ,DYNAMITE,"Tyla,Wizkid",DYNAMITE,maybe,223.00,78.00,64.00,81.00,98.00,8B,1,0.05,0.600,0.9983,0.1386,0.9844,0.9673,https://open.spotify.com/track/1myE3bHoWoSO5hyr3MxdHJ
76,7a2utEMamL25CDBoCz5aGr,Found You Out,Sir Sly,You Haunt Me,maybe,185.00,86.00,59.00,40.00,127.00,10B,1,0.01,0.600,0.9998,0.1386,0.9826,0.9660,https://open.spotify.com/track/7a2utEMamL25CDBoCz5aGr
77,1SF8piqsZWn86DajVKih8F,Kacey Talk,YoungBoy Never Broke Again,Top,maybe,226.00,61.00,88.00,77.00,127.00,3A,1,0.06,0.600,0.9981,0.1386,0.9829,0.9658,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
78,1CgmY8fVN7kstVDZmsdM5k,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,maybe,252.00,67.00,89.00,96.00,127.00,10A,1,0.05,0.600,0.9982,0.1386,0.9799,0.9629,https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k
79,5PKnZzkjs2y3WTbIYtv5Fq,Magic Bus - Mono Edit,The Who,The Kids Are Alright,maybe,230.00,95.00,63.00,72.00,92.00,9B,1,0.03,0.600,0.9989,0.1386,0.9781,0.9613,https://open.spotify.com/track/5PKnZzkjs2y3WTbIYtv5Fq
80,2Q5wSOwq6BDSu7sSVMNrtT,Rock Lobster,The B-52's,The B-52's,maybe,191.00,88.00,59.00,44.00,92.00,4B,1,0.06,0.600,0.9980,0.1386,0.9776,0.9606,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
81,6Px7oJcPvMWLhwRHmao0Fe,LUCID DREAMS,"Leon Thomas,Masego",MUTT,maybe,193.00,64.00,73.00,56.00,155.00,6A,1,0.05,0.600,0.9982,0.1386,0.9774,0.9604,https://open.spotify.com/track/6Px7oJcPvMWLhwRHmao0Fe
82,2OKo7g3KfmCt3kyLvUAL0g,The Search,NF,The Search,maybe,197.00,79.00,79.00,39.00,120.00,10B,1,0.06,0.600,0.9981,0.1386,0.9768,0.9598,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
83,5l9D0ugfAeQ6cgiYb2ay65,Hey,"Lil Jon,3OH!3",Crunk Rock (Deluxe),maybe,196.00,76.00,69.00,51.00,132.00,8B,1,0.07,0.600,0.9976,0.1386,0.9737,0.9567,https://open.spotify.com/track/5l9D0ugfAeQ6cgiYb2ay65
84,5Ar7TB13XZYF6sDb6RoyWz,Fish Paste,Die Antwoord,$O$,maybe,198.00,49.00,87.00,62.00,95.00,2B,1,0.07,0.600,0.9976,0.1386,0.9734,0.9563,https://open.spotify.com/track/5Ar7TB13XZYF6sDb6RoyWz
85,5LyKocU0lhUBlXrFKDxbBO,Snap My Finger,"KAYTRANADA,PinkPantheress",TIMELESS,maybe,191.00,64.00,77.00,50.00,118.00,4A,1,0.05,0.600,0.9983,0.1386,0.9696,0.9528,https://open.spotify.com/track/5LyKocU0lhUBlXrFKDxbBO
86,4addWz723II2aHsOpvmPH4,FarAway,Pacific Air,Stop Talking,maybe,207.00,80.00,58.00,69.00,130.00,4B,1,0.07,0.600,0.9975,0.1386,0.9667,0.9497,https://open.spotify.com/track/4addWz723II2aHsOpvmPH4
87,4jZWeEaLCnwYtLnVEN6BYV,Blue Jeans,Lana Del Rey,Born To Die,maybe,190.00,84.00,56.00,50.00,118.00,5B,1,0.00,0.600,0.9999,0.1386,0.9580,0.9419,https://open.spotify.com/track/4jZWeEaLCnwYtLnVEN6BYV
88,72QXcbzrCVYnWav6Xtuvaw,Dangerous - Immortal Version,Michael Jackson,Immortal,maybe,202.00,68.00,94.00,40.00,113.00,8A,1,0.05,0.600,0.9982,0.1386,0.9576,0.9410,https://open.spotify.com/track/72QXcbzrCVYnWav6Xtuvaw
89,31kUJ6TBHOICknBrFugOvI,Winner,"Jamie Foxx,Justin Timberlake,T.I.",Best Night Of My Life,maybe,195.00,66.00,64.00,65.00,90.00,12A,1,0.01,0.600,0.9995,0.1386,0.9511,0.9349,https://open.spotify.com/track/31kUJ6TBHOICknBrFugOvI
90,3SKH53SPQbEnZR4cJPVaz2,Messy,Lola Young,Messy,maybe,200.00,55.00,80.00,65.00,111.00,11B,1,0.05,0.600,0.9982,0.1386,0.9501,0.9336,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2
