rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
61,0rn8BcTBTPGWb4NRCBST0k,..FEISTY,"Fred again..,BIA",ICEY..FEISTY,maybe,209.00,70.00,82.00,57.00,102.00,3A,1,1.27,0.600,0.9593,0.1386,1.0494,1.0189,https://open.spotify.com/track/0rn8BcTBTPGWb4NRCBST0k
62,2OKo7g3KfmCt3kyLvUAL0g,The Search,NF,The Search,maybe,197.00,79.00,79.00,39.00,120.00,10B,1,1.27,0.600,0.9593,0.1386,1.0486,1.0181,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
63,6Px7oJcPvMWLhwRHmao0Fe,LUCID DREAMS,"Leon Thomas,Masego",MUTT,maybe,193.00,64.00,73.00,56.00,155.00,6A,1,1.27,0.600,0.9594,0.1386,1.0470,1.0166,https://open.spotify.com/track/6Px7oJcPvMWLhwRHmao0Fe
64,5weqqLD5pDadqumvcrRCVA,Kelsey,Metro Station,Metro Station,maybe,198.00,82.00,63.00,53.00,120.00,8B,1,0.08,0.600,0.9975,0.1386,1.0339,1.0157,https://open.spotify.com/track/5weqqLD5pDadqumvcrRCVA
65,6dzBzOOeBpTvv5iotTf2HJ,Kiss,Presley Regier,Kiss,maybe,224.00,57.00,91.00,76.00,125.00,4A,1,1.29,0.600,0.9588,0.1386,1.0455,1.0149,https://open.spotify.com/track/6dzBzOOeBpTvv5iotTf2HJ
66,6mlGXuG5FmzcePHsMn6rIA,Baby's On Fire,Die Antwoord,Ten$ion,maybe,243.00,84.00,83.00,76.00,130.00,9A,1,1.29,0.600,0.9588,0.1386,1.0454,1.0149,https://open.spotify.com/track/6mlGXuG5FmzcePHsMn6rIA
67,31kUJ6TBHOICknBrFugOvI,Winner,"Jamie Foxx,Justin Timberlake,T.I.",Best Night Of My Life,maybe,195.00,66.00,64.00,65.00,90.00,12A,1,1.23,0.600,0.9605,0.1386,1.0439,1.0140,https://open.spotify.com/track/31kUJ6TBHOICknBrFugOvI
68,5flkGz6hHGvA5UD8LRDSgZ,On Directing,Tegan and Sara,Sainthood,maybe,192.00,81.00,61.00,50.00,144.00,6B,1,0.19,0.600,0.9936,0.1386,1.0320,1.0127,https://open.spotify.com/track/5flkGz6hHGvA5UD8LRDSgZ
69,3eNSlXKgFkmekLIvyYTRKy,You're Not in on the Joke,Cobra Starship,Hot Mess,maybe,224.00,77.00,62.00,85.00,130.00,5A,1,1.27,0.600,0.9595,0.1386,1.0409,1.0108,https://open.spotify.com/track/3eNSlXKgFkmekLIvyYTRKy
70,6XcfKZvJio9Z0fQy11GnNX,broken,lovelytheband,finding it hard to smile,maybe,191.00,73.00,67.00,51.00,123.00,9B,1,1.22,0.600,0.9608,0.1386,1.0366,1.0069,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
71,72QXcbzrCVYnWav6Xtuvaw,Dangerous - Immortal Version,Michael Jackson,Immortal,maybe,202.00,68.00,94.00,40.00,113.00,8A,1,1.27,0.600,0.9593,0.1386,1.0310,1.0011,https://open.spotify.com/track/72QXcbzrCVYnWav6Xtuvaw
72,5JO7yGfeJKYjbOXRRdNk64,If I Go,Ella Eyre,Ella Eyre,maybe,192.00,78.00,55.00,59.00,148.00,6A,1,0.08,0.600,0.9975,0.1386,1.0174,0.9995,https://open.spotify.com/track/5JO7yGfeJKYjbOXRRdNk64
73,5l9D0ugfAeQ6cgiYb2ay65,Hey,"Lil Jon,3OH!3",Crunk Rock (Deluxe),maybe,196.00,76.00,69.00,51.00,132.00,8B,1,1.29,0.600,0.9588,0.1386,1.0290,0.9989,https://open.spotify.com/track/5l9D0ugfAeQ6cgiYb2ay65
74,5Ar7TB13XZYF6sDb6RoyWz,Fish Paste,Die Antwoord,$O$,maybe,198.00,49.00,87.00,62.00,95.00,2B,1,1.29,0.600,0.9587,0.1386,1.0268,0.9968,https://open.spotify.com/track/5Ar7TB13XZYF6sDb6RoyWz
75,7feSbMqJGg9yL0s6ypxy9S,Girls on Film,Duran Duran,Decade,maybe,223.00,86.00,71.00,66.00,132.00,10A,1,1.28,0.600,0.9592,0.1386,1.0252,0.9954,https://open.spotify.com/track/7feSbMqJGg9yL0s6ypxy9S
76,3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",maybe,250.00,91.00,86.00,73.00,90.00,5A,1,1.27,0.600,0.9593,0.1386,1.0229,0.9932,https://open.spotify.com/track/3wuCCNCnBhJlwkIJTBZFiv
77,5bp2ijoNHjLlZJqyqPWglv,8 O 8,J€AN-MARC,8 O 8,maybe,213.00,67.00,92.00,54.00,100.00,10A,1,1.27,0.600,0.9593,0.1386,1.0201,0.9905,https://open.spotify.com/track/5bp2ijoNHjLlZJqyqPWglv
78,7IhsLJMqdxoo7YAZjaSMru,Dead And Gone,"T.I.,Justin Timberlake",Paper Trail,maybe,193.00,75.00,71.00,47.00,135.00,8B,1,0.07,0.600,0.9978,0.1386,1.0038,0.9862,https://open.spotify.com/track/7IhsLJMqdxoo7YAZjaSMru
79,13NCxLOlvQ4Tnexgfp03Gs,Do Me a Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),maybe,185.00,74.00,47.00,64.00,180.00,10A,1,1.28,0.600,0.9589,0.1386,1.0150,0.9854,https://open.spotify.com/track/13NCxLOlvQ4Tnexgfp03Gs
80,3Myb5tcPivRHsoz1jw8GKr,Codes and Keys,Death Cab for Cutie,Codes and Keys,maybe,191.00,87.00,57.00,47.00,119.00,8B,1,0.07,0.600,0.9978,0.1386,1.0028,0.9853,https://open.spotify.com/track/3Myb5tcPivRHsoz1jw8GKr
81,1XYHqSfJK9ud9nuRjQcbXi,Tear You Apart,She Wants Revenge,She Wants Revenge,maybe,190.00,72.00,58.00,60.00,153.00,12A,1,1.29,0.600,0.9589,0.1386,1.0117,0.9822,https://open.spotify.com/track/1XYHqSfJK9ud9nuRjQcbXi
82,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics,Annie Lennox,Dave Stewart",Sweet Dreams (Are Made Of This),maybe,228.00,71.00,69.00,88.00,125.00,5A,1,1.28,0.600,0.9592,0.1386,1.0092,0.9799,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
83,5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,The Age of Consent,maybe,221.00,58.00,69.00,94.00,135.00,4A,1,1.28,0.600,0.9592,0.1386,1.0086,0.9793,https://open.spotify.com/track/5vmRQ3zELMLUQPo2FLQ76x
84,79MOydAvZYm8nyyzd6fiVi,Tunnel Vision,Justin Timberlake,The 20/20 Experience (Deluxe Version),maybe,191.00,77.00,57.00,57.00,142.00,9A,1,0.08,0.600,0.9973,0.1386,0.9938,0.9763,https://open.spotify.com/track/79MOydAvZYm8nyyzd6fiVi
85,4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,Cosmic Thing,maybe,240.00,80.00,70.00,90.00,134.00,4A,1,1.28,0.600,0.9592,0.1386,1.0036,0.9744,https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
86,1Nt23Ke8HuOZiYsT7Zabxp,Out the Speakers,"A-Trak,Milo & Otis,Rich Kidz",Out the Speakers,maybe,187.00,92.00,67.00,28.00,104.00,3B,1,1.27,0.600,0.9592,0.1386,1.0032,0.9740,https://open.spotify.com/track/1Nt23Ke8HuOZiYsT7Zabxp
87,05od2qm2MTSKCHxy1GBp5W,12 to 12,sombr,I Barely Know Her,maybe,207.00,90.00,66.00,51.00,124.00,10A,1,1.23,0.600,0.9606,0.1386,1.0003,0.9716,https://open.spotify.com/track/05od2qm2MTSKCHxy1GBp5W
88,2Q5wSOwq6BDSu7sSVMNrtT,Rock Lobster,The B-52's,The B-52's,maybe,191.00,88.00,59.00,44.00,92.00,4B,1,1.28,0.600,0.9592,0.1386,0.9991,0.9700,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
89,4ibvd9quldF0rV7YRah0DO,Fool's Gold,Aaron Carter,LØVË,maybe,218.00,70.00,69.00,79.00,130.00,4A,1,1.27,0.600,0.9595,0.1386,0.9976,0.9687,https://open.spotify.com/track/4ibvd9quldF0rV7YRah0DO
90,5qUrVPh2XRNuDLkkyAEuNQ,Figure It Out,Maroon 5,The B-Side Collection,maybe,190.00,55.00,89.00,46.00,100.00,9A,1,1.26,0.600,0.9597,0.1386,0.9954,0.9666,https://open.spotify.com/track/5qUrVPh2XRNuDLkkyAEuNQ
91,1myE3bHoWoSO5hyr3MxdHJ,DYNAMITE,"Tyla,Wizkid",DYNAMITE,maybe,223.00,78.00,64.00,81.00,98.00,8B,1,1.27,0.600,0.9595,0.1386,0.9921,0.9634,https://open.spotify.com/track/1myE3bHoWoSO5hyr3MxdHJ
92,2hDtkP0ge2Gckcj7qi2NQ2,Doing It To Death,The Kills,Ash & Ice,maybe,198.00,69.00,64.00,65.00,133.00,11B,1,1.28,0.600,0.9590,0.1386,0.9916,0.9627,https://open.spotify.com/track/2hDtkP0ge2Gckcj7qi2NQ2
93,5PKnZzkjs2y3WTbIYtv5Fq,Magic Bus - Mono Edit,The Who,The Kids Are Alright,maybe,230.00,95.00,63.00,72.00,92.00,9B,1,1.25,0.600,0.9600,0.1386,0.9911,0.9626,https://open.spotify.com/track/5PKnZzkjs2y3WTbIYtv5Fq
94,4hWUOIDHda9XOb1zDchftP,Too Much Time On My Hands,Styx,Paradise Theatre,maybe,209.00,40.00,80.00,89.00,131.00,10A,1,1.27,0.600,0.9595,0.1386,0.9893,0.9606,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
95,219ekgc5N3hBkpZSr5fYnj,We Move Like the Ocean,Bad Suns,Language & Perspective,maybe,194.00,83.00,57.00,54.00,118.00,3B,1,0.08,0.600,0.9973,0.1386,0.9719,0.9547,https://open.spotify.com/track/219ekgc5N3hBkpZSr5fYnj
96,0NdbxzIwRxPEjHjNHDvhiq,Too Loud,"Big Wild,Phantogram",Wild Child,maybe,239.00,83.00,71.00,85.00,135.00,3B,1,1.29,0.600,0.9588,0.1386,0.9828,0.9541,https://open.spotify.com/track/0NdbxzIwRxPEjHjNHDvhiq
97,48aJ5BmJiVnz2AurXSWP2R,Out Of Control,She Wants Revenge,She Wants Revenge,maybe,190.00,69.00,65.00,56.00,113.00,10B,1,1.29,0.600,0.9588,0.1386,0.9826,0.9539,https://open.spotify.com/track/48aJ5BmJiVnz2AurXSWP2R
98,5VJe8OKFcPBBjNEAPUeDuJ,Devil Like Me,Rainbow Kitten Surprise,Seven + Mary,maybe,187.00,63.00,68.00,56.00,123.00,10B,1,0.08,0.600,0.9973,0.1386,0.9707,0.9536,https://open.spotify.com/track/5VJe8OKFcPBBjNEAPUeDuJ
